"","user_id","b_id","shelf","isbn","isbn13","text_reviews_count","title","image_url","link","num_pages","b_format","publisher","publication_day","publication_year","publication_month","average_rating","ratings_count","description","published","fiction","fantasy","classics","young_adult","romance","non_fiction","historical_fiction","science_fiction","dystopian","horror","paranormal","contemporary","childrens","adult","adventure","novels","urban_fantasy","history","chick_lit","thriller","audiobook","drama","biography","vampires","cluster_number"
"1",885261,11588,"read","0450040186",9780450040184,9254,"The Shining (The Shining, #1)","https://d.gr-assets.com/books/1353277730m/11588.jpg","https://www.goodreads.com/book/show/11588.The_Shining",512,"Paperback","Hodder & Stoughton ",1,1980,7,4.14,NA,"Danny was only five years old but in the words of old Mr Halloran he was a 'shiner', aglow with psychic voltage. When his father became caretaker of the Overlook Hotel his visions grew frighteningly out of control. <br><br>As winter closed in and blizzards cut them off, the hotel seemed to develop a life of its own. It was meant to be empty, but who was the lady in Room 217, and who were the masked guests going up and down in the elevator? And why did the hedges shaped like animals seem so alive? <br><br>Somewhere, somehow there was an evil force in the hotel - and that too had begun to shine...",NA,0.205440272622163,0.0289661047891438,0.00845858942372056,0,0,0,0,0.00438142761516461,0,0.553216089575853,0.028235866853283,0.0037728960019473,0,0.0177691231059454,0,0.00651128826142518,0,0,0,0.0650520294529301,0.00486825290573845,0.00371204284062557,0,0,4
"2",885261,11590,"read","0450031063",9780450031069,3534,"'Salem's Lot","https://d.gr-assets.com/books/1327891565m/11590.jpg","https://www.goodreads.com/book/show/11590._Salem_s_Lot",483,"Paperback","New English Library",NA,1991,NA,3.98,NA,"Something strange is going on in Jerusalem's Lot ... but no one dares to talk about it. By day, 'Salem's Lot is a typical modest New England town; but when the sun goes down, evil roams the earth. The devilishly sweet insistent laughter of a child can be heard echoing through the fields, and the presence of silent looming spirits can be felt lurking right outside your window. Stephen King brings his gruesome imagination to life in this tale of spine tingling horror.",NA,0.159034653465347,0.0430074257425743,0.00701320132013201,0,0,0,0,0.00299092409240924,0,0.575391914191419,0.0253712871287129,0.00237211221122112,0,0.00917904290429043,0,0.00443481848184818,0.00288778877887789,0,0,0.0315594059405941,0.00433168316831683,0,0,0.0225866336633663,4
"3",885261,1609448,"read","1416544224",9781416544227,15,"Hello, I Must Be Going: Groucho and His Friends","https://d.gr-assets.com/books/1415005867m/1609448.jpg","https://www.goodreads.com/book/show/1609448.Hello_I_Must_Be_Going",576,"Paperback","Simon & Schuster",14,2007,8,3.84,NA,"When Charlotte Chandler called Groucho Marx for an interview, he answered the phone himself. Declining to be interviewed, he invited her over to his house so he could tell her no in person. After talking with her for hours, Groucho asked, “Why aren't you writing?”<br><br><em>Hello, I Must Be Going</em> is the story of Groucho and the Marx Brothers, told through Groucho's everyday conversations with Charlotte Chandler and his friends. And what a group of friends they were! Woody Allen, Jack Nicholson, Elliott Gould, Bill Cosby, Marvin Hamlisch, Betty Comden, Adolph Green, Sidney Sheldon, and dozens of others walk through the pages of this fascinating book. Anyone interested in Groucho or the Marx Brothers, or who wants to spend a few hours in fabulous company, will find this book irresistible.",NA,0,0,0,0,0,0.0689655172413793,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0.724137931034483,0,6
"4",885261,76030,"read","0306806665",9780306806667,94,"Groucho and Me","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://www.goodreads.com/book/show/76030.Groucho_and_Me",376,"Paperback","Da Capo Press",22,1995,8,4.1,NA,"With impeccable timing, outrageous humor, irreverent wit, and a superb sense of the ridiculous, Groucho tells the saga of the Marx Brothers: the poverty of their childhood in New York's Upper East Side; the crooked world of small-time vaudeville (where they learned to carry blackjacks); how a pretzel magnate and the graceless dancer of his dreams led to the Marx Brothers' first Broadway hit, <em>I'll Say She Is!</em>; how the stock market crash in 1929 proved a godsend for Groucho (even though he lost nearly a quarter of a million dollars); the adventures of the Marx Brothers in Hollywood, the making of their hilarious films, and Groucho's triumphant television series,<em>You Bet Your Life!</em> Here is the life and lunatic times of the great eccentric genius, Groucho, a.k.a. Julius Henry Marx.",NA,0.0137931034482759,0,0.0275862068965517,0,0,0.110344827586207,0,0,0,0,0,0,0,0,0,0.00689655172413793,0,0.0482758620689655,0,0,0,0,0.0344827586206897,0,2
"5",885261,55386,"read","0394726405",9780394726403,131,"Getting Even","https://d.gr-assets.com/books/1448048173m/55386.jpg","https://www.goodreads.com/book/show/55386.Getting_Even",146,"Paperback","Vintage Books / Random House",12,1978,8,4.03,NA,"After three decades of prodigious film work &amp; some unfortunate tabloid adventures, it's easy to forget that Woody Allen began his career as one heck of a great comedy writer. Getting Even, a collection of his late '60s magazine pieces, offers a look into Allen's bag of shtick, back when it was new. From the supposed memoirs of Hitler's barber: ""Then, in January of '45, a plot by several generals to shave Hitler's moustache in his sleep failed when von Stauffenberg, in the darkness of Hitler's bedroom, shaved off one of the Führer's eyebrows instead..."" Even tho the idea of writing jokes about old Adolf--or addled rabbis, or Maatjes herring--isn't nearly as fresh as it used to be, Getting Even still delivers plenty of laughs. At his best, Woody can achieve a level of transcendent craziness that no other writer can match. If you're looking for a book to dip into at random, or a gift for someone who's seen Sleeper 13 times, Getting Even is a classic, with 316,000 copies sold to date.",NA,0.239130434782609,0,0.0434782608695652,0,0,0.0869565217391304,0,0,0,0,0,0.0869565217391304,0,0,0,0.0652173913043478,0,0,0,0,0.0434782608695652,0,0,0,7
"6",885261,35503,"read","0345336976",9780345336972,262,"Without Feathers","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://www.goodreads.com/book/show/35503.Without_Feathers",224,"Paperback","Ballantine Books",12,1986,2,4.01,NA,"Here they are--some of the funniest tales and ruminations ever put into print, by one of the great comic minds of our time. From THE WHORE OF MENSA, to GOD (A Play), to NO KADDISH FOR WEINSTEIN, old and new Woody Allen fans will laugh themselves hysterical over these sparkling gems.",NA,0.606936416184971,0,0,0,0,0.0404624277456647,0,0,0,0,0,0.0173410404624277,0,0,0,0.023121387283237,0,0,0,0,0.0173410404624277,0.0173410404624277,0,0,7
"7",885261,5759,"read","0393327345",9780393327342,7825,"Fight Club","https://d.gr-assets.com/books/1357128997m/5759.jpg","https://www.goodreads.com/book/show/5759.Fight_Club",218,"Paperback","W.W. Norton & Company (NYC)",17,2005,10,4.19,NA,"Every weekend, in basements and parking lots across the country, young men with good white-collar jobs and absent fathers take off their shoes and shirts and fight each other barehanded for as long as they have to. Then they go back to those jobs with blackened eyes and loosened teeth and the sense that they can handle anything. Fight Club is the invention of Tyler Durden, projectionist, waiter and dark, anarchic genius. And it's only the beginning of his plans for revenge on a world where cancer support groups have the corner on human warmth.",NA,0.0819392284055992,0.0150221918743598,0.0413110276544896,0.0139979515192899,0,0,0,0,0.0143393649709799,0,0,0.0833048822123592,0,0,0.0334585182656197,0.0580402867872994,0,0,0,0.233185387504268,0.0150221918743598,0.0450665756230796,0,0,7
"8",885261,29744,"read","0679601597",9780679601593,390,"Goodbye, Columbus and Five Short Stories","https://d.gr-assets.com/books/1408068287m/29744.jpg","https://www.goodreads.com/book/show/29744.Goodbye_Columbus_and_Five_Short_Stories",320,"Hardcover","Modern Library",2,1995,5,3.87,NA,"Winner of the National Book Award<br>Roth's award-winning first book--about Neil Klugman, Brenda Patimkin, and their relationship which tests the boundaries of suspicion, social class, and love--instantly established its author's reputation as a writer of explosive wit, merciless insight, and a fierce compassion for even the most self-deluding of characters.",NA,0.765486725663717,0,0.0199115044247788,0,0,0,0,0,0,0,0,0.0132743362831858,0,0,0,0.0132743362831858,0,0,0,0,0.0110619469026549,0,0,0,7
"9",885261,242006,"read","031242227X",9780312422271,9537,"Running with Scissors","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://www.goodreads.com/book/show/242006.Running_with_Scissors",304,"Paperback","Picador",1,2003,6,3.68,NA,"Augusten Burroughs is the author of the bestselling trilogy, <em>Running with Scissors, Dry,</em> and <em>Lust &amp; Wonder</em>. Return to the memoir that started it all.<br><br>The true story of a boy whose mother (a poet with delusions of Anne Sexton) gave him away to be raised by her unorthodox psychiatrist who bore a striking resemblance to Santa Claus. <br><br>So at the age of twelve, Burroughs found himself amidst Victorian squalor living with the doctor's bizarre family, and befriending a paedophile who resided in the backyard shed. The story of an outlaw childhood where rules were unheard of, and the Christmas tree stayed up all year round, where Valium was consumed like candy, and if things got dull an electroshock-therapy machine could provide entertainment. The funny, harrowing and bestselling account of an ordinary boy's survival under the most extraordinary circumstances.",NA,0.0852503382949932,0,0,0.0052194084670404,0,0.149623042721825,0,0,0,0,0,0.005799342741156,0,0.0230040595399188,0,0.0063792770152716,0,0,0,0,0.0104388169340808,0.0052194084670404,0.114826986274889,0,2
"10",885261,43945,"currently-reading","0099399016",9780099399018,1283,"Portnoy's Complaint","https://d.gr-assets.com/books/1327929440m/43945.jpg","https://www.goodreads.com/book/show/43945.Portnoy_s_Complaint",274,"Paperback","Vintage",18,1995,5,3.69,NA,"The famous confession of Alexander Portnoy, who is thrust through life by his unappeasable sexuality, yet held back at the same time by the iron grip of his unforgettable childhood. Hilariously funny, boldly intimate, startlingly candid, <em>Portnoy’s Complaint</em> was an immediate bestseller upon its publication in 1969, and is perhaps Roth’s best-known book.<br><br><em>Portnoy's Complaint</em> n. [after Alexander Portnoy (1933-)] A disorder in which strongly-felt ethical and altruistic impulses are perpetually warring with extreme sexual longings, often of a perverse nature. Spielvogel says: 'Acts of exhibitionism, voyeurism, fetishism, auto-eroticism and oral coitus are plentiful; as a consequence of the patient's ""morality,"" however, neither fantasy nor act issues in genuine sexual gratification, but rather in overriding feelings of shame and the dread of retribution, particularly in the form of castration.' (Spielvogel, O. 'The Puzzled Penis', <em>Internationale Zeitschrift fur Psychoanalyse, </em>Vol. XXIV, p. 909.) it is believed by Spielvogel that many of the symptoms can be traced to the bonds obtaining in the mother-child relationship.",NA,0.665502793296089,0,0.026536312849162,0,0,0,0,0,0,0,0,0.0202513966480447,0,0,0,0.0349162011173184,0,0,0,0,0,0,0,0,7
